record_type,record_id,textbook_id,lesson_key,word,pinyin,pattern,expression,meaning_en_source,meaning_vi,meaning_vi_status
grammar,boya-elementary-ii:lesson-07:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-07,,,就是+地点／判断,,,就是 dùng để nhấn mạnh chính là địa điểm hay phán đoán đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-07,,,该+V+了,,,该加 động từ加了 nói đã đến lúc nên làm việc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-011,boya-elementary-ii,boya-elementary-ii:lesson-07,,,V了就……,,,Động từ加了就… diễn tả xong việc đầu thì ngay sau đó có việc hay kết quả tiếp theo.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-08,,,如果……的话,,,如果…的话 nêu điều kiện với sắc thái đầy đủ hơn; vế sau nêu kết quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-08,,,像……一样,,,像…一样 dùng để nói giống như ai hoặc cái gì về một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-08,,,只好+V,,,只好加 động từ diễn tả không còn lựa chọn nào khác ngoài làm việc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-08,,,给+对象+加油,,,给加 đối tượng加加油 dùng để cổ vũ ai.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-08,,,都……了,,,都…了 nhấn mạnh mọi việc hay mọi người đều đã ở tình trạng mới.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-08,,,为了……,,,为了… nêu mục đích phía sau hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-08,,,好不容易（才）……,,,好不容易 kèm 才 nhấn mạnh phải rất vất vả hoặc rất lâu mới đạt được kết quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-08,,,起晚了／拿起+N,,,起晚了 nghĩa là dậy muộn; 拿起加 danh từ nghĩa là cầm hoặc nhấc vật lên.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-08:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-08,,,一定+形容词,,,一定加 tính từ nhấn mạnh phán đoán rất chắc chắn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-09,,,又……又……／又……了,,,又…又… nêu hai đặc điểm; 又加 động từ加了 nói một việc lại xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-09,,,结果补语：摔坏、看不清楚、写不下来,,,Bổ ngữ kết quả sau động từ cho biết kết quả như làm hỏng nhìn không rõ hoặc không viết xuống được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-09,,,不小心+V,,,不小心加 động từ nghĩa là vô ý hoặc sơ ý làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-09,,,一下子,,,一下子 diễn tả việc xảy ra đột ngột hoặc trong chớp mắt.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-09,,,没+V／V不下来、V不清楚（可能补语）,,,没加 động từ phủ định việc đã xảy ra; bổ ngữ khả năng như 不下来 hoặc 不清楚 nói không thể làm được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-09,,,V来V去,,,Động từ lặp với 来去 diễn tả hành động lặp đi lặp lại.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-09,,,V的时候／上课时,,,Động từ加的时候 hoặc 上课时 dùng để nói vào thời điểm xảy ra hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-09,,,忘了+V,,,忘了加 động từ nghĩa là quên làm một việc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-09,,,怎么办,,,怎么办 dùng để hỏi cách giải quyết tình huống.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-09:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-09,,,真是+名词／形容词,,,真是加 danh từ hoặc tính từ dùng để cảm thán và nhấn mạnh nhận xét.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-10,,,V+着（状态）,,,着 sau động từ nói trạng thái đang được duy trì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-10,,,记不清楚／找不到／听不懂（可能补语）,,,Bổ ngữ khả năng như 不清楚 不到 不懂 diễn tả không thể nhớ tìm hoặc hiểu được.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-10,,,（往）+方向+拐／走,,,往加 hướng加拐或走 dùng để chỉ đường rẽ hoặc đi theo hướng nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-10,,,一边……一边……,,,一边…一边… diễn tả hai hành động xảy ra đồng thời.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-10,,,V过／去过,,,过 sau động từ diễn tả đã từng có trải nghiệm như từng đi đâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-10,,,可能+小句,,,可能加 mệnh đề nói điều được phỏng đoán có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-10,,,所以因果,,,所以 dùng để dẫn đến kết quả từ nguyên nhân đã nêu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-10,,,才+V,,,才 trước động từ nhấn mạnh việc xảy ra muộn hoặc chỉ sau điều kiện nào đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-10,,,急得+小句,,,急得加 mệnh đề diễn tả lo hoặc sốt ruột đến mức có phản ứng phía sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-10:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-10,,,V来V去,,,Động từ lặp với 来去 nói hành động diễn ra qua lại nhiều lần.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-11,,,V起来（吃起来／说起来／做起来）,,,Động từ加起来 dùng để nêu cảm nhận khi làm hoặc dùng một việc như ăn thấy thế nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-11,,,先……再……最后……,,,先…再…最后… trình bày các bước theo thứ tự đầu tiên tiếp theo và cuối cùng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-11,,,又……又……,,,又…又… nêu hai tính chất cùng tồn tại.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-11,,,一……就……,,,一…就… nói hễ việc đầu xảy ra thì việc sau xảy ra ngay.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-11,,,把+食材+V,,,把 đưa tân ngữ lên trước động từ để nói xử lý nguyên liệu hay đồ vật thế nào.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-11,,,V成+结果,,,Động từ加成加 kết quả nói biến thứ gì thành trạng thái hay sản phẩm cuối cùng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-11,,,V着（点着）,,,着 sau động từ như 点着 diễn tả trạng thái đang cháy hoặc được bật.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-11,,,再+V,,,再 đứng trước động từ để nói làm bước tiếp theo hoặc làm thêm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-11,,,一会儿,,,一会儿 chỉ một lát hoặc một khoảng thời gian ngắn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-11:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-11,,,就+结果,,,就 nhấn mạnh kết quả đến ngay sau hành động hay điều kiện trước đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-12,,,趋向补语：搬进、拿出、放上、搬走,,,Bổ ngữ xu hướng như 进 出 上 走 cho biết hướng di chuyển sau khi làm hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-12,,,把+物品+V,,,把 đưa đồ vật cần xử lý lên trước động từ để nêu thao tác với nó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-12,,,把+物品+放在+处所,,,把加 đồ vật加放在加 nơi chốn nói đặt đồ vật vào vị trí cụ thể.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-12,,,在……里／上／旁边,,,在…里 上 旁边 dùng để chỉ vị trí trong trên hoặc bên cạnh một nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-12,,,如果……可以……,,,如果…可以… nói nếu điều kiện xảy ra thì có thể làm việc ở vế sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-12,,,放不下（可能补语）,,,放不下 là bổ ngữ khả năng: không thể đặt vừa vì thiếu chỗ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-12,,,看起来+形容词,,,看起来加 tính từ diễn tả vẻ bên ngoài hoặc nhận xét dựa vào quan sát.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-12,,,一边……一边……,,,一边…一边… diễn tả làm hai việc cùng lúc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-12,,,不但……而且……,,,不但…而且… nối hai ý cùng đúng và nhấn ý sau mạnh hơn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-12:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-12,,,有个+名词,,,有个加 danh từ giới thiệu sự tồn tại của một người hoặc vật chưa xác định.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-13,,,V不出来（可能补语）,,,Động từ加不出来 là bổ ngữ khả năng: muốn làm nhưng không thể cho ra kết quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-13,,,adj.+得+结果／程度,,,Tính từ加得加 kết quả hoặc mức độ diễn tả mức độ mạnh dẫn đến một hệ quả.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-13,,,越……越……,,,越…越… diễn tả sự thay đổi dần: càng… càng….,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-13,,,连……都……,,,连…都… nhấn mạnh ngay cả trường hợp cực đoan cũng như vậy.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-13,,,不管……都……,,,不管…都… nghĩa là bất kể điều kiện nào thì kết quả vẫn không thay đổi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-13,,,为了……,,,为了… dùng để nêu mục đích của hành động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-13,,,一遍一遍+V,,,一遍一遍加 động từ diễn tả làm lặp lại hết lần này đến lần khác.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-13,,,看起来+形容词,,,看起来加 tính từ nói ấn tượng nhận được từ quan sát bên ngoài.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-13:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-13,,,连……都忘了怎么说,,,连…都忘了怎么说 nhấn mạnh đến điều cơ bản cũng quên cách nói.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-14,,,其实……,,,其实 dùng để nêu sự thật hoặc ý giải thích đằng sau bề ngoài.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-14:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-14,,,为了……,,,为了… diễn tả mục đích hoặc động cơ của việc làm.,translated_subagent_draft
